hotel,review,title,rating,date,month,year
Sarova Whitesands Beach Resort & Spa,go another hotel ever mombasa horrible experience staff hotel hospitality go mombasa days come back kenya vacation sometime away take uber go lunch spa day hotel time go pick friend recommend stay two nights first time kenya gate security refuse let us question court uber move side without explanation like criminals much insistence allow uber get hotel reception usher security guard inform us order gate security let anyone,horrible discriminate experience call 5 star hotel,1.0,2018-12-01,12,2018
Sarova Whitesands Beach Resort & Spa,come whitesanda past 14 yearsmy children literally grow love itthe place super ideal families vacationtheres plenty entertainment kid adults toothe food variety great though minazo take forever process order timethank chef gabriel open prepare special order happy receptionist name khadija check mention brother thay need go gymit unprofessional touch sensitive topics guestsany 5 star staff know thatother thatthank epecially manager george paaras always check us tasty birthday surprise cakehope make new memories next yearhappy holiday,happy holiday,5.0,2018-12-01,12,2018
Sarova Mara Game Camp,wonderful accomodations clean separate danger within nature comfortable mattress warm water excellent flow high speed wifi customer service best ever see resort excellent game drive saw big 5 great amenities camp include kayak fish kid pool restaurant wide variety foods,amaze,5.0,2018-02-01,2,2018
Sarova Mara Game Camp,one greatest experience stay kenyasarova hotel unbelievable stay pick drop fantastic view tent room provide honeymoon trip right trip become unforgettable mainly due service provide winnie receptionist welcome us warm smile positive attitude ken driver amaze knowledge game park let us know time hes available take us another game drive please waitstaff food beverage manager jam keep surprise us arrange special private dinners breakfast setups amaze romantic food super delicious team hotel make,ture wildlife retreat,5.0,2018-02-01,2,2018
Sarova Mara Game Camp,visit sarova daughter brother fairly well travel best hotellodge ever three nights sad leave would like stay longer game drive see cheetah elephants loins much fantastic lodge little walk across bridge two tie occasion diver take us back golf buggy amaze person friendly kind staff martin restaurant young trainee girl staff make place amaze customer service best ever know teach rest world whole site tidy clean presentable cook food second none tell,excellent best ever,5.0,2018-02-01,2,2018
Sarova Mara Game Camp,resort convenient location 2 days game view soon head compound animals see resort nicely lay staff friendly meal choices good tent accomodation comfortable nothing look tent except screen bush also little wildlife inside compound samburu monkey mongooses antelopes wander around really make feel africa case see baboon im sure shouldnt never camp would probably novelty still nice bed bathroom etc use camp bush bite ordinary one great,great base game view,4.0,2018-02-01,2,2018
Sarova Mara Game Camp,accommodation 5 star plus excellent customer service excellent accommodation could see giraffs zebra patio excellent food drink excellent pool area excellent location cannot express great time hotel hospitality worth long bumpy road thank much,new years eve experience,5.0,2018-01-01,1,2018
Sarova Lion Hill Game Lodge,stay 1 night everything go well go gift shop buy 550 gift items usually negotiate local shop 13 price hotel gift shop look bill ask shop keeper possible little something could make decision ask see manager ask directly go reception ask manager pretexted could anything items items even 1 discount consider items find local shop always possible negotiate difficult believe cannot believe hotel make significant markup items impossible give even,even 1 discount gift shop bill 550,3.0,2018-05-01,5,2018
Sarova Lion Hill Game Lodge,visit sarova lion hill game lodge two nights safari lake nakuru could recommend highly enough friendly place stay top notch facilities include lovely garden pool food delicious exceed expectations wifi pleasant surprise work well enjoy predinner entertainment traditional dance also would recommend sarova game lodge highly anyone look travel lake nakuru,magical time,5.0,2018-05-01,5,2018
Sarova Lion Hill Game Lodge,hotel situate national park extremely courteous staff food spread extremely good delicious enjoy juicy fruit avocado delicious desert room pretty clean,great resort even better food,4.0,2018-05-01,5,2018
Sarova Lion Hill Game Lodge,go family lodge 2 days safari masai mara roads nakuru good compare masai mara lodge almost perfect staff friendly room clean well maintain food excellent expensive far best hotel holiday could certainly stay longer 1 day recommend anyone,excellent food,5.0,2018-05-01,5,2018
Sarova Lion Hill Game Lodge,first time experience new years eve bush sarova lion hill deliver exceptions hotel always buzz activities even though stay shut every moment count amaze tent camp experience lovely room size comfortable bed since drive safari drive national park well mark food amaze vegan streak time good selection food choose downside yes challenge get rate card massage menu state different price masseuse price one like lack transparency price overall would go back im definitely plan,sarova bush serenity,4.0,2018-01-01,1,2018
Sarova Panafric,facility conducive work within city conference room great wifi room th eupgraded room quite something great ambiencethey great buffet meals specifically like variety breakfast brew coffee awesome coffee lovers like,work away office,5.0,2018-08-01,8,2018
